district,record_date,weather_condition,rainfall,temperature,humidity,wind_speed,previous_cases,actual_cases
บางละมุง,2025-07-21,ฝนฟ้าคะนอง,116.5,29.6,80.0,8.0,45,44
บางละมุง,2025-07-28,ฝนตก,77.7,29.6,77.9,7.8,44,40
บางละมุง,2025-08-04,ฝนตก,88.0,29.4,83.1,9.1,40,39
บางละมุง,2025-08-11,ฝนฟ้าคะนอง,112.9,28.6,80.1,10.9,39,38
บางละมุง,2025-08-18,ฝนตก,95.4,28.9,79.5,7.1,38,39
บางละมุง,2025-08-25,ฝนฟ้าคะนอง,126.5,29.8,89.0,10.3,39,38
บางละมุง,2025-09-01,ฝนตก,87.8,28.2,75.4,5.4,38,35
บางละมุง,2025-09-08,ฝนตก,97.2,27.8,77.1,10.7,35,36
บางละมุง,2025-09-15,ฝนฟ้าคะนอง,162.0,28.4,84.4,8.0,36,41
บางละมุง,2025-09-22,ฝนฟ้าคะนอง,117.2,29.7,76.7,10.0,41,40
บางละมุง,2025-09-29,ฝนตก,73.1,28.8,82.4,6.0,40,37
บางละมุง,2025-10-06,มีเมฆมาก,49.5,26.7,78.7,6.9,37,29
บางละมุง,2025-10-13,ฝนตก,92.5,27.2,75.8,9.7,29,29
บางละมุง,2025-10-20,ฝนตก,67.6,27.7,80.3,10.8,29,30
บางละมุง,2025-10-27,ฝนฟ้าคะนอง,108.1,27.0,89.0,5.4,30,40
บางละมุง,2025-11-03,มีเมฆบางส่วน,45.6,28.7,76.0,5.7,40,33
บางละมุง,2025-11-10,ฝนตก,77.2,28.0,76.1,8.1,33,36
บางละมุง,2025-11-17,มีเมฆบางส่วน,62.9,26.4,70.9,8.5,36,36
บางละมุง,2025-11-24,ฝนตก,95.6,27.8,79.9,9.7,36,34
บางละมุง,2025-12-01,มีเมฆบางส่วน,29.1,27.0,65.0,8.8,34,30
บางละมุง,2025-12-08,มีเมฆบางส่วน,47.6,27.9,74.5,9.3,30,30
บางละมุง,2025-12-15,มีเมฆบางส่วน,41.6,27.0,74.4,9.5,30,27
บางละมุง,2025-12-22,มีเมฆบางส่วน,33.6,27.1,69.1,5.4,27,32
พานทอง,2023-01-02,ฝนตก,79.1,28.1,78.0,7.1,7,21
พานทอง,2023-01-09,มีเมฆมาก,30.8,28.2,80.3,8.6,21,23
พานทอง,2023-01-16,แจ่มใส,0.0,28.5,67.3,6.6,23,17
พานทอง,2023-01-23,ฝนตก,71.1,28.1,68.5,6.4,17,21
พานทอง,2023-01-30,มีเมฆบางส่วน,24.4,28.6,74.1,6.5,21,22
พานทอง,2023-02-06,แจ่มใส,0.0,28.8,63.4,5.3,22,23
พานทอง,2023-02-13,มีเมฆบางส่วน,20.1,29.9,70.4,9.8,23,16
พานทอง,2023-02-20,มีเมฆบางส่วน,24.0,29.3,73.8,8.9,16,17
พานทอง,2023-02-27,แจ่มใส,0.0,28.7,70.8,9.6,17,14
พานทอง,2023-03-06,แจ่มใส,0.0,29.6,66.2,4.9,14,13
พานทอง,2023-03-13,แจ่มใส,0.0,30.2,62.1,7.7,13,20
พานทอง,2023-03-20,แจ่มใส,0.0,30.0,73.1,7.0,20,19
พานทอง,2023-03-27,มีเมฆมาก,38.0,29.9,77.7,9.0,19,21
พานทอง,2023-04-03,มีเมฆมาก,43.1,31.1,77.8,6.7,21,25
พานทอง,2023-04-10,มีเมฆบางส่วน,31.1,31.3,66.3,10.3,25,25
พานทอง,2023-04-17,มีเมฆมาก,3.5,31.7,79.6,10.3,25,29
พานทอง,2023-04-24,มีเมฆบางส่วน,34.4,29.7,62.6,8.6,29,22
พานทอง,2023-05-01,มีเมฆบางส่วน,39.9,31.1,75.5,4.7,22,23
พานทอง,2023-05-08,ฝนตก,93.2,30.3,82.6,6.9,23,30
พานทอง,2023-05-15,ฝนตก,84.1,31.6,81.8,5.4,30,35
พานทอง,2023-05-22,มีเมฆบางส่วน,41.2,31.3,73.8,9.1,35,30
พานทอง,2023-05-29,มีเมฆมาก,41.4,30.2,76.9,8.4,30,30
พานทอง,2023-06-05,ฝนตก,86.5,29.9,82.3,7.1,30,31
พานทอง,2023-06-12,ฝนตก,73.3,32.0,71.7,7.2,31,30
พานทอง,2023-06-19,มีเมฆมาก,63.5,31.1,83.0,6.9,30,31
พานทอง,2023-06-26,มีเมฆบางส่วน,27.0,30.8,69.4,6.1,31,29
พานทอง,2023-07-03,ฝนตก,100.5,30.0,77.2,3.6,29,26
พานทอง,2023-07-10,ฝนฟ้าคะนอง,128.8,28.7,78.3,7.1,26,35
พานทอง,2023-07-17,ฝนฟ้าคะนอง,124.5,29.8,88.2,6.3,35,37
พานทอง,2023-07-24,ฝนตก,77.7,30.9,74.5,5.6,37,31
พานทอง,2023-07-31,ฝนฟ้าคะนอง,113.7,29.8,83.3,6.7,31,33
พานทอง,2023-08-07,ฝนฟ้าคะนอง,124.7,29.2,79.5,8.3,33,33
พานทอง,2023-08-14,ฝนฟ้าคะนอง,160.4,29.9,90.5,15.1,33,36
พานทอง,2023-08-21,ฝนฟ้าคะนอง,125.7,29.7,76.8,7.0,36,31
พานทอง,2023-08-28,ฝนฟ้าคะนอง,129.2,29.1,82.9,10.5,31,34
พานทอง,2023-09-04,ฝนตก,104.1,27.8,85.1,9.8,34,25
พานทอง,2023-09-11,ฝนตก,100.7,28.4,83.0,10.1,25,28
พานทอง,2023-09-18,ฝนฟ้าคะนอง,120.5,28.3,77.9,7.4,28,29
พานทอง,2023-09-25,ฝนฟ้าคะนอง,106.9,26.9,77.8,8.1,29,26
พานทอง,2023-10-02,ฝนตก,82.1,27.9,71.6,4.3,26,24
พานทอง,2023-10-09,ฝนตก,104.3,28.7,83.4,4.6,24,27
พานทอง,2023-10-16,ฝนตก,93.1,27.7,80.9,5.9,27,27
พานทอง,2023-10-23,ฝนตก,96.7,28.1,74.6,7.2,27,18
พานทอง,2023-10-30,ฝนตก,73.8,27.2,71.0,8.4,18,21
พานทอง,2023-11-06,แจ่มใส,10.3,27.5,64.5,9.1,21,14
พานทอง,2023-11-13,มีเมฆมาก,60.7,27.1,76.2,8.3,14,19
พานทอง,2023-11-20,มีเมฆบางส่วน,26.2,26.3,68.0,8.0,19,17
พานทอง,2023-11-27,ฝนตก,73.8,27.1,71.3,7.4,17,22
พานทอง,2023-12-04,มีเมฆบางส่วน,39.6,28.9,69.0,7.8,22,23
พานทอง,2023-12-11,มีเมฆบางส่วน,32.0,27.2,63.8,6.8,23,17
พานทอง,2023-12-18,แจ่มใส,0.0,27.0,62.8,9.3,17,18
พานทอง,2023-12-25,แจ่มใส,12.6,27.4,60.1,6.9,18,18
พานทอง,2024-01-01,มีเมฆมาก,30.5,27.8,76.6,4.5,18,17
พานทอง,2024-01-08,มีเมฆบางส่วน,28.0,29.4,73.5,7.9,17,14
พานทอง,2024-01-15,แจ่มใส,0.0,28.3,66.2,5.5,14,17
พานทอง,2024-01-22,แจ่มใส,14.9,28.9,70.3,10.8,17,19
พานทอง,2024-01-29,แจ่มใส,9.8,29.0,64.2,14.5,19,19
พานทอง,2024-02-05,มีเมฆมาก,13.4,29.6,78.9,9.8,19,16
พานทอง,2024-02-12,มีเมฆบางส่วน,35.9,29.0,72.5,5.1,16,22
พานทอง,2024-02-19,แจ่มใส,0.0,29.3,66.6,12.4,22,25
พานทอง,2024-02-26,แจ่มใส,6.0,29.2,66.8,10.5,25,20
พานทอง,2024-03-04,แจ่มใส,3.1,30.8,65.6,7.9,20,15
พานทอง,2024-03-11,มีเมฆบางส่วน,27.9,31.5,74.7,11.4,15,19
พานทอง,2024-03-18,แจ่มใส,17.6,29.5,68.8,9.8,19,20
พานทอง,2024-03-25,แจ่มใส,0.0,29.2,61.1,9.1,20,25
พานทอง,2024-04-01,มีเมฆมาก,62.5,29.5,82.0,10.2,25,21
พานทอง,2024-04-08,มีเมฆบางส่วน,25.8,31.6,73.6,5.0,21,26
พานทอง,2024-04-15,แจ่มใส,0.0,30.7,73.7,8.0,26,21
พานทอง,2024-04-22,มีเมฆมาก,52.1,31.5,80.3,10.0,21,29
พานทอง,2024-04-29,มีเมฆบางส่วน,48.6,31.0,73.8,7.5,29,23
พานทอง,2024-05-06,มีเมฆบางส่วน,39.0,30.9,73.5,11.3,23,24
พานทอง,2024-05-13,ฝนตก,82.1,31.9,75.9,9.4,24,27
พานทอง,2024-05-20,ฝนตก,89.1,31.5,71.8,8.4,27,34
พานทอง,2024-05-27,มีเมฆมาก,56.0,31.4,76.9,5.6,34,32
พานทอง,2024-06-03,มีเมฆมาก,56.8,30.4,79.6,8.8,32,27
พานทอง,2024-06-10,ฝนตก,97.3,30.8,78.8,9.5,27,27
พานทอง,2024-06-17,ฝนตก,88.4,30.6,69.8,5.9,27,33
พานทอง,2024-06-24,ฝนตก,96.0,29.9,70.9,7.7,33,35
พานทอง,2024-07-01,ฝนตก,103.5,31.1,81.1,9.1,35,28
พานทอง,2024-07-08,ฝนฟ้าคะนอง,128.3,29.9,86.4,6.1,28,32
พานทอง,2024-07-15,ฝนฟ้าคะนอง,115.4,30.0,82.7,7.4,32,30
พานทอง,2024-07-22,ฝนฟ้าคะนอง,143.0,30.9,79.9,9.3,30,30
พานทอง,2024-07-29,ฝนตก,81.6,30.9,68.5,10.1,30,27
พานทอง,2024-08-05,ฝนฟ้าคะนอง,110.3,29.5,83.0,6.1,27,32
พานทอง,2024-08-12,ฝนฟ้าคะนอง,117.5,28.3,80.1,11.2,32,35
พานทอง,2024-08-19,ฝนฟ้าคะนอง,130.8,28.4,84.8,10.0,35,35
พานทอง,2024-08-26,ฝนฟ้าคะนอง,132.3,29.5,82.2,6.6,35,27
พานทอง,2024-09-02,ฝนฟ้าคะนอง,115.1,28.4,83.4,4.9,27,31
พานทอง,2024-09-09,ฝนฟ้าคะนอง,152.8,28.3,84.5,8.7,31,39
พานทอง,2024-09-16,ฝนตก,85.1,28.4,73.4,6.7,39,30
พานทอง,2024-09-23,ฝนฟ้าคะนอง,137.3,29.5,85.3,7.1,30,40
พานทอง,2024-09-30,ฝนตก,98.2,27.9,69.9,11.2,40,33
พานทอง,2024-10-07,ฝนฟ้าคะนอง,140.7,26.6,90.8,8.2,33,35
พานทอง,2024-10-14,มีเมฆมาก,51.2,28.6,77.6,7.9,35,30
พานทอง,2024-10-21,ฝนตก,70.7,27.1,73.5,3.7,30,29
พานทอง,2024-10-28,ฝนฟ้าคะนอง,113.7,27.1,82.2,7.4,29,29
พานทอง,2024-11-04,มีเมฆมาก,46.2,26.7,78.3,7.9,29,31
พานทอง,2024-11-11,มีเมฆมาก,61.0,26.7,80.8,9.5,31,28
พานทอง,2024-11-18,ฝนตก,86.2,26.8,76.8,7.6,28,22
พานทอง,2024-11-25,มีเมฆบางส่วน,54.2,28.2,75.1,4.9,22,18
พานทอง,2024-12-02,ฝนตก,69.1,27.5,72.4,7.4,18,17
พานทอง,2024-12-09,มีเมฆมาก,63.8,27.3,81.9,8.1,17,26
พานทอง,2024-12-16,มีเมฆบางส่วน,38.1,28.2,75.8,9.4,26,24
พานทอง,2024-12-23,มีเมฆบางส่วน,27.4,28.9,66.5,8.0,24,22
พานทอง,2024-12-30,มีเมฆบางส่วน,41.4,27.3,74.1,7.6,22,16
พานทอง,2025-01-06,แจ่มใส,12.6,27.5,60.7,8.3,16,18
พานทอง,2025-01-13,มีเมฆบางส่วน,24.0,28.6,61.0,4.9,18,25
พานทอง,2025-01-20,แจ่มใส,0.0,28.7,64.6,8.2,25,18
พานทอง,2025-01-27,มีเมฆบางส่วน,24.7,28.3,68.5,5.6,18,20
พานทอง,2025-02-03,มีเมฆมาก,0.0,29.5,81.1,11.1,20,23
พานทอง,2025-02-10,แจ่มใส,3.1,27.8,61.7,11.0,23,16
พานทอง,2025-02-17,แจ่มใส,0.0,29.1,62.7,5.2,16,17
พานทอง,2025-02-24,แจ่มใส,0.0,28.7,64.1,9.2,17,16
พานทอง,2025-03-03,แจ่มใส,8.4,30.6,68.2,7.4,16,21
พานทอง,2025-03-10,มีเมฆบางส่วน,27.1,30.0,71.4,6.2,21,20
พานทอง,2025-03-17,มีเมฆบางส่วน,29.3,30.5,73.5,8.6,20,23
พานทอง,2025-03-24,มีเมฆบางส่วน,27.7,30.8,75.6,7.8,23,28
พานทอง,2025-03-31,แจ่มใส,17.4,30.6,71.3,8.6,28,22
พานทอง,2025-04-07,มีเมฆบางส่วน,47.9,32.8,71.4,8.2,22,24
พานทอง,2025-04-14,มีเมฆบางส่วน,21.8,31.9,67.0,6.9,24,19
พานทอง,2025-04-21,แจ่มใส,15.8,29.6,72.9,14.4,19,19
พานทอง,2025-04-28,แจ่มใส,0.0,31.5,64.4,11.0,19,19
พานทอง,2025-05-05,มีเมฆมาก,46.1,31.0,76.9,7.5,19,22
พานทอง,2025-05-12,มีเมฆมาก,55.6,30.2,76.1,3.9,22,24
พานทอง,2025-05-19,ฝนตก,76.7,31.3,79.4,7.9,24,32
พานทอง,2025-05-26,ฝนตก,80.3,31.4,81.5,9.7,32,29
พานทอง,2025-06-02,มีเมฆมาก,57.9,31.1,77.1,10.5,29,25
พานทอง,2025-06-09,ฝนตก,67.6,31.2,75.1,3.7,25,29
พานทอง,2025-06-16,มีเมฆมาก,46.7,30.2,79.9,12.2,29,22
พานทอง,2025-06-23,ฝนตก,80.3,30.9,85.7,6.9,22,26
พานทอง,2025-06-30,ฝนฟ้าคะนอง,121.6,30.6,85.0,4.6,26,31
พานทอง,2025-07-07,ฝนตก,71.1,29.4,80.0,7.9,31,27
พานทอง,2025-07-14,ฝนตก,91.2,30.0,79.5,10.3,27,20
พานทอง,2025-07-21,ฝนตก,89.3,30.3,77.3,8.9,20,27
พานทอง,2025-07-28,ฝนตก,100.9,29.8,77.9,10.6,27,26
พานทอง,2025-08-04,ฝนฟ้าคะนอง,113.6,29.3,88.3,7.3,26,33
พานทอง,2025-08-11,ฝนฟ้าคะนอง,142.1,29.2,82.6,7.2,33,32
พานทอง,2025-08-18,ฝนฟ้าคะนอง,133.8,29.4,83.9,5.4,32,30
พานทอง,2025-08-25,ฝนฟ้าคะนอง,162.2,29.1,82.0,11.3,30,33
พานทอง,2025-09-01,ฝนฟ้าคะนอง,120.4,28.2,79.6,7.6,33,26
พานทอง,2025-09-08,ฝนฟ้าคะนอง,105.7,28.5,88.9,8.2,26,21
พานทอง,2025-09-15,ฝนฟ้าคะนอง,105.6,30.2,83.9,6.1,21,30
พานทอง,2025-09-22,ฝนตก,91.3,27.3,76.3,8.2,30,21
พานทอง,2025-09-29,ฝนตก,82.3,28.3,75.0,8.9,21,20
พานทอง,2025-10-06,ฝนตก,103.2,26.7,87.6,4.1,20,23
พานทอง,2025-10-13,ฝนตก,96.7,28.7,80.2,9.3,23,26
พานทอง,2025-10-20,มีเมฆบางส่วน,64.9,27.2,69.1,5.1,26,25
พานทอง,2025-10-27,มีเมฆบางส่วน,62.8,27.8,68.4,8.7,25,22
พานทอง,2025-11-03,ฝนตก,90.9,27.5,84.2,6.3,22,26
พานทอง,2025-11-10,มีเมฆบางส่วน,38.4,27.0,70.9,6.3,26,18
พานทอง,2025-11-17,มีเมฆบางส่วน,28.9,25.7,65.9,9.4,18,13
พานทอง,2025-11-24,มีเมฆบางส่วน,29.9,28.6,68.1,8.7,13,20
พานทอง,2025-12-01,มีเมฆบางส่วน,47.1,26.5,72.0,4.3,20,29
พานทอง,2025-12-08,แจ่มใส,0.0,26.8,62.8,4.6,29,25
พานทอง,2025-12-15,ฝนตก,85.8,27.2,70.8,2.9,25,24
พานทอง,2025-12-22,มีเมฆบางส่วน,25.5,27.1,71.9,8.9,24,22
พนัสนิคม,2023-01-02,แจ่มใส,0.0,28.7,68.1,10.0,5,17
พนัสนิคม,2023-01-09,แจ่มใส,0.0,27.2,64.2,5.6,17,20
พนัสนิคม,2023-01-16,มีเมฆบางส่วน,20.1,29.0,72.2,8.5,20,25
พนัสนิคม,2023-01-23,มีเมฆมาก,22.7,28.3,77.9,8.3,25,23
พนัสนิคม,2023-01-30,แจ่มใส,0.0,28.7,74.2,7.9,23,26
พนัสนิคม,2023-02-06,แจ่มใส,0.0,29.2,67.8,6.3,26,30
พนัสนิคม,2023-02-13,แจ่มใส,3.5,28.9,68.5,3.4,30,22
พนัสนิคม,2023-02-20,มีเมฆบางส่วน,26.6,28.8,66.8,11.0,22,26
พนัสนิคม,2023-02-27,แจ่มใส,16.4,28.9,68.6,6.2,26,20
พนัสนิคม,2023-03-06,แจ่มใส,0.0,29.7,62.8,4.4,20,21
พนัสนิคม,2023-03-13,แจ่มใส,17.5,31.3,66.6,8.7,21,24
พนัสนิคม,2023-03-20,แจ่มใส,6.8,30.7,72.6,8.8,24,23
พนัสนิคม,2023-03-27,แจ่มใส,4.5,29.2,64.5,6.6,23,18
พนัสนิคม,2023-04-03,มีเมฆบางส่วน,42.2,31.7,68.1,8.7,18,20
พนัสนิคม,2023-04-10,มีเมฆบางส่วน,25.8,30.4,73.8,6.4,20,27
พนัสนิคม,2023-04-17,มีเมฆบางส่วน,27.1,30.4,64.7,8.6,27,27
พนัสนิคม,2023-04-24,มีเมฆมาก,38.5,32.4,79.4,7.3,27,28
พนัสนิคม,2023-05-01,ฝนตก,70.3,30.5,81.6,8.8,28,30
พนัสนิคม,2023-05-08,ฝนตก,75.1,32.3,77.1,7.7,30,36
พนัสนิคม,2023-05-15,ฝนตก,81.3,30.9,77.0,8.4,36,33
พนัสนิคม,2023-05-22,มีเมฆบางส่วน,30.2,30.0,66.9,5.8,33,25
พนัสนิคม,2023-05-29,ฝนตก,74.0,31.0,77.1,5.2,25,27
พนัสนิคม,2023-06-05,ฝนตก,100.4,31.3,75.4,8.4,27,37
พนัสนิคม,2023-06-12,ฝนตก,87.1,30.4,76.7,8.2,37,32
พนัสนิคม,2023-06-19,ฝนตก,86.8,29.8,72.7,7.7,32,29
พนัสนิคม,2023-06-26,ฝนตก,75.0,30.7,76.6,10.0,29,29
พนัสนิคม,2023-07-03,ฝนฟ้าคะนอง,116.4,29.8,83.7,8.9,29,34
พนัสนิคม,2023-07-10,ฝนฟ้าคะนอง,123.3,30.6,81.1,8.6,34,37
พนัสนิคม,2023-07-17,ฝนตก,93.3,29.7,79.2,9.0,37,30
พนัสนิคม,2023-07-24,ฝนฟ้าคะนอง,106.0,30.1,68.6,7.5,30,30
พนัสนิคม,2023-07-31,ฝนตก,104.1,31.1,73.4,6.1,30,23
พนัสนิคม,2023-08-07,ฝนตก,104.4,28.9,76.9,10.5,23,30
พนัสนิคม,2023-08-14,ฝนฟ้าคะนอง,116.7,28.9,86.0,8.0,30,29
พนัสนิคม,2023-08-21,ฝนตก,77.2,28.9,80.3,13.2,29,28
พนัสนิคม,2023-08-28,ฝนตก,98.2,28.4,81.6,3.9,28,31
พนัสนิคม,2023-09-04,ฝนฟ้าคะนอง,125.6,28.6,80.7,9.3,31,32
พนัสนิคม,2023-09-11,ฝนตก,90.5,29.5,76.2,9.8,32,22
พนัสนิคม,2023-09-18,ฝนฟ้าคะนอง,135.7,29.3,83.1,9.3,22,32
พนัสนิคม,2023-09-25,ฝนตก,93.5,28.6,74.2,6.6,32,33
พนัสนิคม,2023-10-02,ฝนฟ้าคะนอง,108.9,27.1,76.3,6.5,33,32
พนัสนิคม,2023-10-09,ฝนตก,65.5,27.8,78.9,7.8,32,31
พนัสนิคม,2023-10-16,ฝนตก,80.8,27.4,72.0,10.3,31,24
พนัสนิคม,2023-10-23,ฝนตก,95.2,27.5,73.2,6.6,24,31
พนัสนิคม,2023-10-30,ฝนตก,91.9,26.8,79.6,7.7,31,40
พนัสนิคม,2023-11-06,ฝนตก,66.3,27.0,82.4,3.8,40,31
พนัสนิคม,2023-11-13,ฝนตก,103.9,27.2,70.8,7.1,31,33
พนัสนิคม,2023-11-20,ฝนตก,68.3,26.7,72.1,6.7,33,28
พนัสนิคม,2023-11-27,ฝนตก,89.4,28.0,80.1,4.9,28,24
พนัสนิคม,2023-12-04,มีเมฆบางส่วน,44.2,26.6,71.7,8.7,24,19
พนัสนิคม,2023-12-11,แจ่มใส,10.0,27.5,71.6,10.4,19,21
พนัสนิคม,2023-12-18,มีเมฆบางส่วน,34.1,27.0,66.4,6.8,21,22
พนัสนิคม,2023-12-25,มีเมฆบางส่วน,39.9,26.1,68.5,10.8,22,21
พนัสนิคม,2024-01-01,แจ่มใส,0.0,29.9,67.9,8.9,21,22
พนัสนิคม,2024-01-08,มีเมฆมาก,4.3,27.7,79.1,10.3,22,24
พนัสนิคม,2024-01-15,มีเมฆมาก,25.0,27.5,77.1,6.1,24,24
พนัสนิคม,2024-01-22,แจ่มใส,0.0,26.8,69.6,6.1,24,14
พนัสนิคม,2024-01-29,มีเมฆมาก,24.3,29.7,77.6,7.4,14,21
พนัสนิคม,2024-02-05,มีเมฆบางส่วน,24.5,30.0,69.0,8.1,21,24
พนัสนิคม,2024-02-12,แจ่มใส,17.2,29.1,69.3,11.2,24,26
พนัสนิคม,2024-02-19,แจ่มใส,15.5,30.4,67.8,11.7,26,25
พนัสนิคม,2024-02-26,ฝนตก,77.0,28.4,73.0,9.0,25,27
พนัสนิคม,2024-03-04,มีเมฆมาก,55.3,29.7,78.6,10.7,27,29
พนัสนิคม,2024-03-11,แจ่มใส,0.0,31.1,74.1,9.4,29,26
พนัสนิคม,2024-03-18,แจ่มใส,17.3,30.1,73.1,8.1,26,22
พนัสนิคม,2024-03-25,แจ่มใส,0.0,29.6,69.1,7.9,22,22
พนัสนิคม,2024-04-01,มีเมฆมาก,43.5,30.4,80.1,7.4,22,24
พนัสนิคม,2024-04-08,มีเมฆบางส่วน,43.1,29.6,68.8,10.3,24,18
พนัสนิคม,2024-04-15,มีเมฆบางส่วน,57.1,31.9,72.4,8.7,18,29
พนัสนิคม,2024-04-22,มีเมฆบางส่วน,22.2,31.5,67.1,6.9,29,24
พนัสนิคม,2024-04-29,มีเมฆบางส่วน,40.0,31.7,71.5,5.1,24,23
พนัสนิคม,2024-05-06,ฝนตก,68.7,32.4,77.5,7.1,23,31
พนัสนิคม,2024-05-13,มีเมฆบางส่วน,54.7,30.8,69.2,11.2,31,20
พนัสนิคม,2024-05-20,ฝนตก,77.6,30.8,74.5,11.9,20,24
พนัสนิคม,2024-05-27,มีเมฆบางส่วน,45.0,31.0,75.0,7.0,24,21
พนัสนิคม,2024-06-03,ฝนตก,68.5,31.7,75.9,9.0,21,26
พนัสนิคม,2024-06-10,ฝนตก,73.0,32.0,75.1,7.0,26,33
พนัสนิคม,2024-06-17,ฝนตก,71.6,30.4,75.9,8.0,33,31
พนัสนิคม,2024-06-24,ฝนฟ้าคะนอง,133.5,31.1,70.8,8.8,31,33
พนัสนิคม,2024-07-01,ฝนฟ้าคะนอง,108.6,30.3,79.8,7.9,33,35
พนัสนิคม,2024-07-08,ฝนตก,95.7,29.5,93.6,6.4,35,34
พนัสนิคม,2024-07-15,ฝนตก,74.7,30.2,71.6,7.0,34,34
พนัสนิคม,2024-07-22,ฝนฟ้าคะนอง,118.0,30.5,72.1,12.2,34,28
พนัสนิคม,2024-07-29,ฝนฟ้าคะนอง,141.3,30.9,86.4,6.0,28,35
พนัสนิคม,2024-08-05,ฝนตก,104.6,29.2,78.3,3.3,35,36
พนัสนิคม,2024-08-12,ฝนฟ้าคะนอง,113.2,28.9,77.7,8.8,36,29
พนัสนิคม,2024-08-19,ฝนตก,65.4,29.5,77.8,7.5,29,24
พนัสนิคม,2024-08-26,ฝนฟ้าคะนอง,117.0,28.2,75.7,6.3,24,31
พนัสนิคม,2024-09-02,ฝนตก,99.7,27.9,88.7,8.8,31,32
พนัสนิคม,2024-09-09,ฝนตก,99.5,27.8,68.0,10.2,32,30
พนัสนิคม,2024-09-16,ฝนตก,103.7,28.2,83.1,4.4,30,29
พนัสนิคม,2024-09-23,ฝนตก,82.6,29.5,81.5,2.9,29,25
พนัสนิคม,2024-09-30,ฝนตก,104.7,27.9,72.9,12.5,25,27
พนัสนิคม,2024-10-07,ฝนตก,97.9,27.1,82.4,7.1,27,27
พนัสนิคม,2024-10-14,ฝนตก,100.9,26.4,87.1,8.4,27,33
พนัสนิคม,2024-10-21,มีเมฆบางส่วน,63.8,26.9,69.2,8.6,33,26
พนัสนิคม,2024-10-28,ฝนตก,77.3,26.8,70.2,7.9,26,23
พนัสนิคม,2024-11-04,มีเมฆบางส่วน,44.9,28.4,72.5,10.9,23,21
พนัสนิคม,2024-11-11,ฝนตก,65.4,27.3,66.7,11.3,21,22
พนัสนิคม,2024-11-18,ฝนตก,76.4,26.8,75.6,6.0,22,28
พนัสนิคม,2024-11-25,ฝนตก,66.9,27.6,82.1,10.7,28,29
พนัสนิคม,2024-12-02,แจ่มใส,1.2,27.1,63.1,9.7,29,21
พนัสนิคม,2024-12-09,แจ่มใส,1.9,27.4,60.7,7.9,21,13
พนัสนิคม,2024-12-16,มีเมฆมาก,44.1,27.8,82.4,10.0,13,19
พนัสนิคม,2024-12-23,มีเมฆบางส่วน,50.5,26.6,68.7,8.8,19,14
พนัสนิคม,2024-12-30,มีเมฆบางส่วน,31.7,26.8,72.0,5.5,14,20
พนัสนิคม,2025-01-06,แจ่มใส,12.8,29.2,69.4,6.2,20,21
พนัสนิคม,2025-01-13,แจ่มใส,0.0,28.5,70.9,13.7,21,18
พนัสนิคม,2025-01-20,แจ่มใส,6.5,27.8,69.8,8.9,18,19
พนัสนิคม,2025-01-27,มีเมฆมาก,36.3,27.8,76.9,9.2,19,22
พนัสนิคม,2025-02-03,แจ่มใส,0.0,30.9,63.9,8.7,22,19
พนัสนิคม,2025-02-10,มีเมฆบางส่วน,44.3,29.8,69.5,9.2,19,24
พนัสนิคม,2025-02-17,แจ่มใส,0.0,29.7,69.9,8.5,24,22
พนัสนิคม,2025-02-24,แจ่มใส,14.5,29.4,69.9,6.5,22,28
พนัสนิคม,2025-03-03,แจ่มใส,0.0,30.4,66.4,12.0,28,20
พนัสนิคม,2025-03-10,แจ่มใส,0.0,29.5,69.6,4.8,20,20
พนัสนิคม,2025-03-17,แจ่มใส,0.0,30.3,65.5,4.6,20,25
พนัสนิคม,2025-03-24,แจ่มใส,0.0,30.7,64.5,11.7,25,24
พนัสนิคม,2025-03-31,แจ่มใส,0.0,29.5,71.0,7.4,24,22
พนัสนิคม,2025-04-07,มีเมฆบางส่วน,60.5,30.3,75.1,10.2,22,28
พนัสนิคม,2025-04-14,มีเมฆบางส่วน,29.0,30.6,62.5,5.6,28,26
พนัสนิคม,2025-04-21,มีเมฆมาก,29.5,30.9,76.4,5.3,26,26
พนัสนิคม,2025-04-28,มีเมฆมาก,36.7,30.4,79.2,10.1,26,27
พนัสนิคม,2025-05-05,ฝนตก,99.5,30.1,78.9,8.8,27,27
พนัสนิคม,2025-05-12,ฝนตก,66.6,30.3,78.8,10.4,27,29
พนัสนิคม,2025-05-19,มีเมฆบางส่วน,19.2,30.4,72.9,8.0,29,17
พนัสนิคม,2025-05-26,ฝนตก,87.3,31.2,73.5,10.3,17,24
พนัสนิคม,2025-06-02,ฝนตก,72.4,31.1,84.9,11.7,24,30
พนัสนิคม,2025-06-09,ฝนตก,97.7,31.4,72.5,9.5,30,29
พนัสนิคม,2025-06-16,ฝนตก,94.5,30.7,80.9,8.3,29,21
พนัสนิคม,2025-06-23,ฝนตก,91.4,31.3,80.3,7.8,21,34
พนัสนิคม,2025-06-30,ฝนตก,94.4,31.2,83.6,8.8,34,30
พนัสนิคม,2025-07-07,มีเมฆมาก,54.0,29.8,77.7,7.2,30,31
พนัสนิคม,2025-07-14,ฝนฟ้าคะนอง,110.9,31.1,78.7,9.1,31,34
พนัสนิคม,2025-07-21,ฝนฟ้าคะนอง,140.7,29.0,81.2,10.0,34,38
พนัสนิคม,2025-07-28,ฝนฟ้าคะนอง,112.9,29.9,84.2,10.0,38,33
